Topic Number,제목
37,삼성 임직원 5만2000명 연말 봉사활동 연말 이웃사랑 캠페인
37,한양 인천 창영동 독거노인가구 등에 연탄 4000장 배달
37,하와이에서 온 고국 방문단을 기록하는 방식청계천 옆 사진관
37,한국노인인력개발원 2022년 노인일자리 우수 운영모델 공모전 시상식 개최
37,노스페이스 2017 대한민국 희망원정대 전원 완주 성공
37,사설특단대책 90만 개 일자리 66가  27만 용돈벌이
37,nh투자증권 10일부터 여의도 봄꽃축제 미아방지용 팔찌 배포
38,우리동네사람들 성우 녹음 봉사하는 소리와 사람들앞 못 보는 이웃들과 책 읽는 즐거움 나누고 싶어요
38,따뜻한 겨울나기 사랑의 연탄은행 연탄 채워주는 봉사 손길에 고단한 삶 견뎌
38,사랑의 의료봉사국민일보 굿피플 주최 어르신 120명 육체적 영적 영양제 맞다
38,ars 90는 목소리 지역 마스코트 교가에도 성 차별 요소
38,내 나이가 어때서 활력 넘치는 실버라이프 29초 영상에 담아주세요
38,지폐인물열전 35 율곡 이이  목숨 걸고 직언한 유학자
38,온정으로 05 올린 롯데 전국 소외계층에 다가간다
38,어르신 폐지 비싸게 산 뒤 재활용해 돕죠
38,시민대표 7인 소망의 편지 강운태 광주시장에게 전달
38,은행권 대한적십자사에 은행사랑나눔네트워크 성금 11억원 전달
39,중견기업계 중견기업 주간 앞서 제2회 나눔 세상 좋은 이웃 봉사 활동 펼쳐
39,3d스캐너로 맞춤 제작 수제화 가벵양 선교사 발 책임지겠다 매년 40켤레 선물
39,주민들 삶의 무게 구에서 덜어드릴게요 장애인가정 1대1 결연 넓히는 동작
39,인터뷰 김용갑 sk 행복나눔재단 총괄본부장 도움받은 사람이 도움주는 사회 꿈꿔
39,한수원 에너지 취약계층에 연탄 9만장 난방유 1억원 물품 기증
39,충치 치료 스케일링 틀니 해주자  칠순의 뜨엉 할머니 까먼까먼
39,홈앤쇼핑 사내 봉사단 결성 지역사회 소외계층 후원 나서
39,신뢰사회 도약 프로젝트 행복 바이러스 퍼뜨리는 소시민 봉사왕들
39,나이 직업 불문 서울시 시민 정원리더 345명 배출
39,bhc치킨 bsr 해바라기 봉사단엔젤 2기 본격 활동
40,17년 만에 인정받은 인권의 역사적 결정 대체복무가 군대 가는 징벌 돼선 안돼
40,역경의 열매 정근 11 사람 고치는 일이 먼저다 수술비는 걱정하지 말라
40,차 한잔 나누며 범죄피해자 지원 체계 열악 큰 관심 쏟아야
40,춘천서 어린이집 보육교사 아동 폭행 손으로 얼굴 두번 때렸다
40,류근 20대 화났다 남자들 군대 갈때 여자들 봉사하라
40,부평 힘찬병원 농촌 어르신들 허리 무릎 찾아가는 진료
40,경남 마산은혜병원 원장과 부원장 미국 대통령 자원봉사상 수상
40,광주보건대 대림대 10곳 추가 월드클래스전문대 선정 마무리
40,외로운 노인 돕는 사랑의 단팥빵 배달부 할아버지
40,우간다서 27년간 의료봉사 돌아올 생각 처음부터 없었다
